gene_name,number_of_reads_mapped
dnaB,100
menA,96
rpsB,94
dxr,90
pldB_pldB_2,88
group_4080,83
glpK_2,83
pta,82
nusA,82
tatC,80
uidA:CP146653.1:2405030-2406841,79
hemN_2_hemN_3,79
cysJ_2,79
tsaE,77
cfa,77
tatB,75
nagA_1,75
galS,75
rpoA,73
ribF,73
hemD,73
group_1239,73
ubiX,72
tatD_tatD_2,72
hflC,72
rpsM,71
rimP,71
murF_murF_1,71
cpxA_cpxA_1,71
udp,70
plaP,70
glpR_4_glpR_5_glpR_1,70
thiS,69
rpe_2,69
mtnN,69
mreD,69
group_8044,69
ccmC,69
tatA,68
rpsC,68
rplJ,68
mdh_2,68
iclR,68
ibpA,68
galE,68
zapD,67
rplF,67
corC_1,67
rfaH,66
nagB_1,66
glcC,66
fur,66
frr,66
yjaB_2,65
trxA_1,65
truA,65
rplD,65
leuD,65
ilvE,65
ibpB,65
hfq,65
group_7046,65
gph,65
aroK,65
uspA,64
sspB,64
rpsK,64
htpX,64
group_1369,64
cetB,64
ybfF,63
suhB,63
rpsG,63
rplN,63
manZ_1_manZ_2,63
hisM,63
group_755,63
gntK,63
ygbE,62
usg_usg_1,62
trpC_trpC_1,62
rpsE,62
rplE,62
plsY,62
nuoH,62
kdsB,62
ispG_ispG_2,62
group_7366,62
group_3581,62
cysC,62
coaE,62
bamD_bamD_1,62
yjcH,61
uspB,61
satP,61
rplA,61
pyrI,61
nudE,61
hslV,61
group_747,61
erpA,61
engB,61
dus,61
cpxR,61
yniC_2,60
tusB,60
sucD,60
rpsL,60
rplX,60
rplO,60
rplC,60
mdaB,60
manY,60
group_1997,60
glnK,60
gapA,60
fdhD,60
exbB_1_exbB_2,60
sfsA,59
rpsT,59
nsrR,59
manX_2,59
grpE_grpE_1_grpE_2,59
fldA,59
dksA,59
diaA,59
ygaZ,58
ygaV,58
rpsQ,58
rplP,58
rplL,58
ribC,58
luxS,58
lexA_4,58
gcvH,58
yehT_yehT_1,57
rpmC,57
mug,57
ftsB,57
fabA,57
rplV,56
rplR,56
pyrF,56
ompX_1,56
nuoB,56
nadK_nadK_2,56
iscU,56
fucU,56
artP,56
arfA,56
ypeA_ypeA_1,55
trxA_2,55
sdhE,55
rpsP,55
rpsD,55
ispF,55
group_876,55
group_8049,55
group_8038,55
group_4979,55
folB,55
dnaQ,55
apt,55
seqA,54
rsmD_rsmD_2,54
ompA,54
iscR,54
argR,54
apaG,54
alaA,54
rpmJ,53
rplW,53
rplK,53
rbfA,53
queD,53
purC,53
pncC_1,53
mog_mog_2_mog_1,53
ilvH,53
group_125,53
dtd,53
clpS,53
rpsN,52
nrdH,52
moaB,52
group_78,52
group_7810,52
group_744,52
group_678,52
group_4683,52
group_2461,52
group_1184,52
fadR,52
yqjE,51
ycdY,51
rpmD,51
rplM,51
pdhR_2,51
lolB,51
group_4736,51
group_338,51
group_1656,51
group_1536,51
group_145,51
cidA,51
ygjH,50
yfcE,50
tusD,50
slyX,50
rsmA,50
rpsO,50
rpsJ,50
recX,50
nei,50
iscA_1,50
group_4003,50
group_3752,50
group_334,50
group_2865,50
dsrF,50
dps,50
crr,50
yccF,49
ybgI,49
uspD_uspD_1,49
rpsS,49
rpsF,49
nfuA,49
group_568,49
group_4687,49
group_154,49
bssS,49
adk,49
yhdT,48
yhcB,48
ybgC,48
ybaN,48
ybaB,48
rsmE,48
napC,48
moaC,48
lolD_1,48
group_6151,48
group_3713,48
can,48
baeR_baeR_2,48
ybeY,47
rpsU,47
mukE,47
msrB,47
group_7173,47
group_3296,47
folE_folE_2,47
dsbE,47
zapA,46
tusE,46
rpsI,46
group_519,46
group_4140,46
priB,45
nuoI_2_nuoI_1,45
napB,45
ilvM,45
grxD,45
group_2620,45
feoC,45
cnu,45
ccmD,45
yciK,44
dgkA,44
csrA,44
bolA,44
rnhA_rnhA_2_rnhA_1,43
osmB,43
ndhC,43
msrC,43
moaE,43
minE,43
ftsL,43
ampD,43
acrZ,43
rpmE,42
rmf,42
mntS,42
group_3589,42
flgM,42
bamE,42
rpmF,41
pal,41
