gene_name,number_of_reads_mapped
group_4080,7
nadK_nadK_2,6
group_154,6
gntK,6
alaA,6
manX_2,5
ilvH,5
ilvE,5
glcC,5
bamE,5
yniC_2,4
rpsU,4
rplX,4
rplT,4
rplE,4
pta,4
nusA,4
nuoH,4
hemN_2_hemN_3,4
group_747,4
group_1656,4
glpK_2,4
exbB_1_exbB_2,4
cidA,4
ygaZ,3
yfcE,3
yciK,3
slyX,3
rpsS,3
rpsN,3
rpsI,3
rpmF,3
rplV,3
plsY,3
plaP,3
nuoI_2_nuoI_1,3
ibpB,3
grpE_grpE_1_grpE_2,3
group_8044,3
group_78,3
group_4205,3
group_125,3
group_1239,3
galS,3
engB,3
dus,3
dksA,3
csrA,3
clpS,3
cfa,3
can,3
bamD_bamD_1,3
yjaB_2,2
yhdT,2
yhcB,2
yccF,2
tusB,2
tsaE,2
trxA_2,2
trxA_1,2
thiS,2
sucD,2
Stx2i_43_OLC3602|1242nt,2
rpsR,2
rpsQ,2
rpsL,2
rpsG,2
rpsF,2
rpsC,2
rpsB,2
rpmE,2
rplW,2
rplP,2
rplO,2
rplN,2
rplK,2
rplD,2
rpe_2,2
ribC,2
ribA,2
queD,2
pyrI,2
pyrF,2
priB,2
pldB_pldB_2,2
pal,2
O/O8-16-wzm/1-795,2
nudE,2
nagA_1,2
msrB,2
mreD,2
mntS,2
lolB,2
leuD,2
ispF,2
ilvM,2
hslV,2
H/H19-5-fliC/1-1832,2
hflC,2
group_8049,2
group_799,2
group_4003,2
group_1743,2
gph,2
fucU,2
ftsB,2
frr,2
folE_folE_2,2
folB,2
exbD_2,2
dxr,2
dsrF,2
dps,2
dnaQ,2
diaA,2
cysJ_2,2
cpxA_cpxA_1,2
coaE,2
cnu,2
apt,2
zapD,1
zapA,1
yjcH,1
ygjH,1
ygdR_1,1
ygbE,1
yehT_yehT_1,1
ybaN,1
uspD_uspD_1,1
uidA:CP146653.1:2405030-2406841,1
udp,1
udk_udk_1,1
ubiX,1
tusD,1
truA,1
tatC,1
suhB,1
Stx2g_39_AJ966783|1242nt,1
Stx2e_36_AJ313016|1236nt,1
Stx2e_136_GCA_021535005.1|1236nt,1
sra,1
slyB,1
slyA,1
sfsA,1
sdhC,1
satP,1
rsmD_rsmD_2,1
rsmA,1
rpsJ,1
rpsE,1
rpoA,1
rpmD,1
rpmC,1
rplR,1
rplM,1
rplC,1
rnt,1
rnhA_rnhA_2_rnhA_1,1
rimP,1
ribF,1
rbfA,1
pncC_1,1
osmB,1
O/O8-36-wzt/1-1215,1
O/O8-2-wzm-origin/1-795,1
O/O8-28-wzt/1-1215,1
ompX_1,1
nuoB,1
nfuA,1
nei,1
murF_murF_1,1
mug,1
msrC,1
mog_mog_2_mog_1,1
moaE,1
moaC,1
minE,1
menI,1
menA,1
mdaB,1
manZ_1_manZ_2,1
manY,1
lolD_1,1
lexA_4,1
iscA_2,1
infC,1
ibpA,1
htpX,1
hisM,1
hinT,1
H/H19-2-fliC-origin/1-1842,1
H/H19-1-fliC-origin/1-1833,1
hemD,1
grxD,1
group_8038,1
group_800,1
group_755,1
group_7366,1
group_7173,1
group_7046,1
group_6151,1
group_4687,1
group_4140,1
group_3752,1
group_3713,1
group_338,1
group_334,1
group_3296,1
group_2865,1
group_2620,1
group_2461,1
group_1997,1
group_1657,1
group_1521,1
group_1178,1
glpR_4_glpR_5_glpR_1,1
glnK,1
gapA,1
fur,1
fldA,1
fdhD,1
fadR,1
fabA,1
dsbE,1
dnaB,1
dgkA,1
cysC,1
cpxR,1
ccmD,1
ccmC,1
bolA,1
artP,1
aroK,1
argR,1
arfA,1
apaG,1
ampD,1
#rname,numreads
